zipcode,DealerName,Address,Link,city,state,county_name,Latitude,IV_link,Longitude
93405,Toyota San Luis Obispo,"12350 Los Osos Valley Rd., San Luis Obispo, California 93405",http://www.toyota-slo.com,San Luis Obispo,CA,San Luis Obispo County,NA,http://www.toyota-slo.com/new-inventory/,NA
93436,Toyota of Lompoc,"203 East Ocean Avenue, Lompoc, California 93436",http://www.toyotaoflompoc.com,Lompoc,CA,Santa Barbara County,NA,http://www.toyotaoflompoc.com/inventory/new-vehicles,NA
93454,Toyota of Santa Maria,"700 E. Betteravia Road, Santa Maria, California 93454",http://www.toyotasm.com,Santa Maria,CA,Santa Barbara County,NA,http://www.toyotasm.com/searchnew.aspx,NA
93514,Perry Motors Toyota,"310 South Main St, Bishop, California 93514",http://www.Perrymotorstoyota.com,Bishop,CA,Inyo County,NA,http://perrymotorstoyota.com/Bishop-CA/For-Sale/New/,NA
93534,Sierra Toyota,"43301 12th Street West, Lancaster, California 93534",http://www.sierratoyota.com,Lancaster,CA,Los Angeles County,NA,http://www.sierratoyota.com/new-inventory/index.htm,NA
93555,Toyota of Ridgecrest,"321 N China Lake Blvd, Ridgecrest, California 93555",http://www.toyotaofridgecrest.com,Ridgecrest,CA,Kern County,NA,NA,NA
93612,Toyota of Clovis,"895 West Shaw Avenue, Clovis, California 93612",http://www.toyotaofclovis.com,Clovis,CA,Fresno County,NA,http://www.toyotaofclovis.com/new-cars/,NA
93638,Madera Toyota,"1300 Country Club Drive, Madera, California 93638",http://www.maderatoyota.com,Madera,CA,Madera County,NA,http://www.maderatoyota.com/new-inventory/index.htm,NA
93662,Toyota of Selma,"3113 Highland Avenue, Selma, California 93662",http://www.toyotaofselma.com,Selma,CA,Fresno County,NA,http://www.toyotaofselma.com/inventory/view/Make/Toyota/Model/Tundra/New/SortBy0/,NA
93704,Michael Toyota,"50 W. Bullard Avenue, Fresno, California 93704",http://www.michaeltoyota.com,Fresno,CA,Fresno County,NA,http://www.michaeltoyota.com/search/New+t,NA
93907,Salinas Toyota,"700 Auto Center Circle, Salinas, California 93907",http://www.salinastoyota.com,Salinas,CA,Monterey County,NA,http://salinastoyota.com/New-Inventory,NA
93955,Victory Toyota,"#5 Heitzinger Plaza, Seaside, California 93955",http://www.victorytoyota.com,Seaside,CA,Monterey County,NA,http://www.victorytoyota.com/search/new/tp/,NA
94010,Putnam Toyota,"50 California Drive, Burlingame, California 94010",http://www.putnamtoyota.com,Burlingame,CA,San Mateo County,NA,NA,NA
94014,City Toyota,"255 San Pedro Road, Daly City, California 94014",http://www.citytoyota.com,Daly City,CA,San Mateo County,NA,http://www.citytoyota.com/inventory.aspx,NA
94063,Toyota 101,"525 E. Bayshore Road, Redwood City, California 94063",http://www.toyota101.com,Redwood City,CA,San Mateo County,NA,http://www.toyota101.com/new-cars/for-sale,NA
94066,Melody Toyota,"750 El Camino Real, San Bruno, California 94066",http://www.melodytoyota.com,San Bruno,CA,San Mateo County,NA,http://www.melodytoyota.com/new-inventory/index.htm,NA
94087,Toyota Sunnyvale,"898 W El Camino Real, Sunnyvale, California 94087",http://www.toyotasunnyvale.com,Sunnyvale,CA,Santa Clara County,NA,http://www.toyotasunnyvale.com/new-inventory/,NA
94118,San Francisco Toyota,"3800 Geary Blvd, San Francisco, California 94118",http://www.sftoyota.com,San Francisco,CA,San Francisco County,NA,http://www.sftoyota.com/new-inventory/index.htm,NA
94306,Magnussen's Toyota of Palo Alto,"690 San Antonio Road, Palo Alto, California 94306",http://www.toyotapaloalto.com,Palo Alto,CA,Santa Clara County,NA,http://www.toyotapaloalto.com/new-cars-palo-alto-ca,NA
94509,Antioch Toyota,"1817 Auto Center Drive, Antioch, California 94509",http://www.antiochtoyota.com,Antioch,CA,Contra Costa County,NA,http://www.antiochtoyota.com/new-inventory/index.htm,NA
94520,Concord Toyota,"1090 Concord Avenue, Concord, California 94520",http://www.concordtoyota.com,Concord,CA,Contra Costa County,NA,http://www.concordtoyota.com/new-inventory/index.htm,NA
94533,Momentum Toyota of Fairfield,"2575 Auto Mall Parkway, Fairfield, California 94533",http://www.momentumtoyota.com,Fairfield,CA,Solano County,NA,http://www.momentumtoyota.com/inventory,NA
94538,Fremont Toyota,"5851 Cushing Parkway, Fremont, California 94538",http://www.fremonttoyota.com,Fremont,CA,Alameda County,NA,http://www.fremonttoyota.com/new-cars/,NA
94544,AutoNation Toyota Hayward,"24773 Mission Blvd., Hayward, California 94544",http://www.autonationtoyotahayward.com,Hayward,CA,Alameda County,NA,http://www.autonationtoyotahayward.com/VehicleSearchResults?search=new,NA
94551,Livermore Toyota,"6200 Northfront Road, Livermore, California 94551",http://www.livermoretoyota.com,Livermore,CA,Alameda County,NA,http://www.livermoretoyota.com/new-inventory/,NA
94559,Jimmy Vasser Toyota,"466 Soscol Avenue, Napa, California 94559",http://www.jimmyvassertoyota.com,Napa,CA,Napa County,NA,http://www.jimmyvassertoyota.com/new-inventory/index.htm,NA
94568,Dublin Toyota,"4321 Toyota Drive, Dublin, California 94568",http://www.dublintoyota.com,Dublin,CA,Alameda County,NA,http://www.dublintoyota.com/new-inventory/index.htm,NA
94591,Toyota of Vallejo,"201 Auto Mall Parkway, Vallejo, California 94591",http://www.toyotavallejo.com,Vallejo,CA,Solano County,NA,http://www.toyotavallejo.com/search/New+Highlander+SUV+tMb?page=2,NA
94596,Toyota of Walnut Creek,"2100 North Broadway, Walnut Creek, California 94596",http://www.toyotawc.com,Walnut Creek,CA,Contra Costa County,NA,http://www.toyotawc.com/new-inventory/index.htm,NA
94611,Downtown Toyota of Oakland,"4145 Broadway Street, Oakland, California 94611",http://www.downtowntoyota.com,Oakland,CA,Alameda County,NA,http://www.downtowntoyota.com/new-inventory/index.htm,NA
94621,One Toyota of Oakland,"8181 Oakport Street, Oakland, California 94621",http://www.onetoyota.com,Oakland,CA,Alameda County,NA,http://www.onetoyota.com/new-inventory/index.htm,NA
94704,Toyota of Berkeley,"2400 Shattuck Avenue, Berkeley, California 94704",http://www.toyotaofberkeley.com,Berkeley,CA,Alameda County,NA,http://www.toyotaofberkeley.com/new-inventory/index.htm,NA
94806,Hanlees Hilltop Toyota,"3233 Auto Plaza, Richmond, California 94806",http://www.hanleesrichmondtoyota.com,San Pablo,CA,Contra Costa County,NA,http://www.hanleesrichmondtoyota.com/new-inventory/index.htm,NA
94901,Toyota Marin,"445 Francisco Boulevard East, San Rafael, California 94901",http://www.toyotamarin.com,San Rafael,CA,Marin County,NA,http://www.toyotamarin.com/new-inventory/index.htm,NA
94945,Novato Toyota,"115 Vintage Way, Novato, California 94945",http://www.novatotoyota.com,Novato,CA,Marin County,NA,http://www.novatotoyota.com/new-toyota-novato-ca,NA
94952,Hansel Toyota,"1125 Auto Center Drive, Petaluma, California 94952",http://www.hanseltoyota.com,Petaluma,CA,Sonoma County,NA,http://www.hanseltoyota.com/new-inventory/index.htm,NA
95010,Toyota of Santa Cruz,"4200 Auto Plaza Drive, Capitola, California 95010",http://www.santacruztoyota.com,Capitola,CA,Santa Cruz County,NA,http://www.santacruztoyota.com/new-inventory/index.htm,NA
95020,Gilroy Toyota,"6800 Automall Parkway, Gilroy, California 95020",http://www.gilroytoyota.com,Gilroy,CA,Santa Clara County,NA,http://gilroytoyota.com/NewToyotaCars.aspx,NA
95035,Piercey Toyota,"950 Thompson Street, Milpitas, California 95035",http://www.pierceytoyota.com,Milpitas,CA,Santa Clara County,NA,http://www.pierceytoyota.com/search/new/tp/,NA
95129,Stevens Creek Toyota,"4202 Stevens Creek Blvd., San Jose, California 95129",http://www.stevenscreektoyota.com,San Jose,CA,Santa Clara County,NA,http://www.stevenscreektoyota.com/search/New+Toyota+Land%20Cruiser+tmM,NA
95136,Capitol Toyota,"775 W. Capitol Expressway, San Jose, California 95136",http://www.capitoltoyota.com,San Jose,CA,Santa Clara County,NA,http://www.capitoltoyota.com/searchnew.aspx,NA
95210,Toyota Town,"2150 East Hammer Lane, Stockton, California 95210",http://www.toyotaofstockton.com,Stockton,CA,San Joaquin County,NA,http://www.toyotaofstockton.com/new-inventory/index.htm,NA
95240,Lodi Toyota,"1020 S. Beckman Road, Lodi, California 95240",http://www.loditoyota.com,Lodi,CA,San Joaquin County,NA,http://www.loditoyota.com/new-inventory/index.htm,NA
95340,Merced Toyota,"1400 Auto Center Drive, Merced, California 95340",http://www.mercedtoyota.com,Merced,CA,Merced County,NA,http://www.mercedtoyota.com/new-inventory/index.htm,NA
95356,Modesto Toyota,"4513 McHenry Avenue, Modesto, California 95356",http://www.modestotoyota.com,Modesto,CA,Stanislaus County,NA,http://www.modestotoyota.com/search/new/tp/,NA
95376,Tracy Toyota,"2895 N. Naglee Road, Tracy, California 95376",http://www.tracytoyota.com,Tracy,CA,San Joaquin County,NA,http://www.tracytoyota.com/new-inventory/index.htm,NA
95407,Freeman Toyota,"2875 Corby Avenue, Santa Rosa, California 95407",http://www.freeman-toyota.com,Santa Rosa,CA,Sonoma County,NA,http://www.freeman-toyota.com/new-inventory/index.htm,NA
95482,Thurston Toyota,"2800 North State Street, Ukiah, California 95482",http://www.thurstontoyota.com,Ukiah,CA,Mendocino County,NA,http://www.thurstontoyota.com/NewToyotaCars,NA
95501,Mid City Toyota,"4800 N. Highway 101, Eureka, California 95501",http://www.mid-citytoyota.com,Eureka,CA,Humboldt County,NA,http://www.mid-citytoyota.com/searchnew.aspx,NA
95603,Magnussen's Auburn Toyota,"800 Nevada Street, Auburn, California 95603",http://www.auburntoyota.com,Auburn,CA,Placer County,NA,http://www.auburntoyota.com/new-inventory/index.htm,NA
95616,Hanlees Toyota,"4202 Chiles Road, Davis, California 95616",http://www.hanleesdavistoyota.com,Davis,CA,Yolo County,NA,http://www.hanleesdavistoyota.com/new-inventory/index.htm,NA
95630,Folsom Lake Toyota,"12747 Folsom Blvd., Folsom, California 95630",http://www.folsomlaketoyota.com,Folsom,CA,Sacramento County,NA,http://www.folsomlaketoyota.com/new-inventory/index.htm,NA
95661,Roseville Toyota,"700 Automall Drive, Roseville, California 95661",http://www.rosevilletoyota.com,Roseville,CA,Placer County,NA,http://www.rosevilletoyota.com/new-cars/for-sale,NA
95667,Thompson's Toyota of Placerville,"140 Forni Road, Placerville, California 95667",http://www.thompsonstoyota.com,Placerville,CA,El Dorado County,NA,http://www.thompsonstoyota.com/VehicleSearchResults?search=new,NA
95687,Toyota Vacaville,"500 Orange Drive, Vacaville, California 95687",http://www.vacavilletoyota.com,Vacaville,CA,Solano County,NA,NA,NA
95757,Elk Grove Toyota,"9640 W. Stockton Blvd., Elk Grove, California 95757",http://www.elkgrovetoyota.com,Elk Grove,CA,Sacramento County,NA,http://www.elkgrovetoyota.com/new-inventory/index.htm,NA
95821,Maita's Toyota of Sacramento,"2500 Auburn Blvd., Sacramento, California 95821",http://www.maitatoyota.com,Sacramento,CA,Sacramento County,NA,http://www.maitatoyota.com/inventory/newsearch/new/,NA
95926,Chuck Patterson Toyota Dodge,"200 East Avenue, Chico, California 95926",http://www.chuckpattersontoyota.net,Chico,CA,Butte County,NA,http://www.chuckpattersontoyota.net/vehicle/search/new/,NA
95965,Oroville Toyota,"1250 Oro Dam Boulevard, Oroville, California 95965",http://www.orovilletoyota.com,Oroville,CA,Butte County,NA,http://www.orovilletoyota.com/new-inventory/,NA
95993,Yuba City Toyota,"955 Harter Parkway, Yuba City, California 95993",http://www.yubacitytoyota.com,Yuba City,CA,Sutter County,NA,http://yubacitytoyota.com/Yuba-City-CA/For-Sale/New/,NA
96002,Lithia Toyota of Redding,"250 E. Cypress Avenue, Redding, California 96002",http://www.lithiatoyotaredding.com,Redding,CA,Shasta County,NA,http://www.lithiatoyotaredding.com/new-inventory/,NA
96150,CardinaleWay Toyota,"1855 Lake Tahoe Blvd., South Lake Tahoe, California 96150",http://www.cardinalewaytoyota.com,South Lake Tahoe,CA,El Dorado County,NA,http://www.cardinalewaytoyota.com/new-cars-south-lake-tahoe-ca,NA
97005,Beaverton Toyota-Scion,"4300 SW Murray Blvd., Beaverton, Oregon 97005",http://www.beavertontoyota.com,Beaverton,OR,Washington County,NA,http://www.beavertontoyota.com/new-inventory/,NA
97027,Toyota-Scion of Gladstone,"19375 SE McLoughlin Blvd., Gladstone, Oregon 97027",http://www.toyotaofgladstone.com,Gladstone,OR,Clackamas County,NA,NA,NA
97030,Gresham Toyota-Scion,"950 N.E. Hogan Drive, Gresham, Oregon 97030",http://greshamtoyota.com,Gresham,OR,Multnomah County,NA,http://www.greshamtoyota.com/searchnew.aspx,NA
97058,Griffith Toyota Scion,"1900 West 6th Street, The Dalles, Oregon 97058",http://www.griffithtoyota.com,The Dalles,OR,Wasco County,NA,http://www.griffithtoyota.com/new-cars,NA
97070,Wilsonville Toyota-Scion,"9155 Boeckman Road, Wilsonville, Oregon 97070",http://www.wilsonvilletoyota.com,Wilsonville,OR,Clackamas County,NA,http://www.wilsonvilletoyota.com/new-inventory/index.htm,NA
97123,Royal Moore Toyota-Scion,"1415 S.E. River Road, Hillsboro, Oregon 97123",http://toyota.royalmoore.com,Hillsboro,OR,Washington County,NA,http://toyota.royalmoore.com/new-inventory/,NA
97128,McMinnville Toyota-Scion VW,"3142 Doran Drive, McMinnville, Oregon 97128",http://www.mcminnvilletoyota.com,Mcminnville,OR,Yamhill County,NA,http://www.mcminnvilletoyota.com/inventory/view/New/,NA
97146,Lum's Toyota,"1605 SE Ensign Lane, Warrenton, Oregon 97146",http://www.lumstoyota.com,Warrenton,OR,Clatsop County,NA,http://www.lumstoyota.com/search/new/tp/,NA
97232,Broadway Toyota-Scion,"55 NE Broadway Street, Portland, Oregon 97232",http://www.broadwaytoyota.com,Portland,OR,Multnomah County,NA,NA,NA
97233,Ron Tonkin Toyota-Scion,"750 SE 122nd Avenue, Portland, Oregon 97233",http://www.tonkintoyota.com,Portland,OR,Multnomah County,NA,http://www.tonkintoyota.com/new-cars/for-sale,NA
97301,Capitol Toyota Scion of Salem,"783 Auto Group Ave. N.E., Salem, Oregon 97301",http://www.captoyota.com,Salem,OR,Marion County,NA,http://www.captoyota.com/new-inventory/index.htm,NA
97321,Larry Lassen Chevrolet-Toyota,"1205 Price Road SE, Albany, Oregon 97321",http://www.mylassentoyota.com,Albany,OR,Linn County,NA,http://mylassentoyota.com/inventory/view/New/,NA
97330,Toyota of Corvallis,"800 N.W. Fifth Street, Corvallis, Oregon 97330",http://www.toyotacorvallis.com,Corvallis,OR,Benton County,NA,http://www.toyotacorvallis.com/new-inventory/index.htm,NA
97365,Toby Murry Toyota,"3234 SW Coast Hwy. 101, Newport, Oregon 97365",http://www.tobymurrytoyota.com,Newport,OR,Lincoln County,NA,http://www.tobymurrytoyota.com/search/new/tp/s:mk1/,NA
97401,Kendall Toyota-Scion,"373 Good Pasture Isl Rd., Eugene, Oregon 97401",http://www.kendalltoyotaofeugene.com,Eugene,OR,Lane County,NA,http://www.kendalltoyotaofeugene.com/new-inventory/index.htm,NA
97420,Coos Bay Toyota,"2001 North Bayshore Drive, Coos Bay, Oregon 97420",http://www.coosbaytoyota.com,Coos Bay,OR,Coos County,NA,http://www.coosbaytoyota.com/VehicleSearchResults?search=new,NA
97470,Clint Newell Toyota,"1481 N.E. Stephens Street, Roseburg, Oregon 97470",http://www.clintnewelltoyotaofroseburg.com,Roseburg,OR,Douglas County,NA,http://www.clintnewelltoyotaofroseburg.com/new-cars,NA
97477,Lithia Toyota Scion of Springfield,"163 S. 9th Street, Springfield, Oregon 97477",http://www.lithiatoyotaspringfield.com,Springfield,OR,Lane County,NA,http://www.lithiatoyotaspringfield.com/new-inventory/,NA
97501,Lithia Toyota Scion,"1420 N. Riverside Avenue, Medford, Oregon 97501",http://www.lithiatoyotamedford.com,Medford,OR,Jackson County,NA,http://www.lithiatoyotamedford.com/new-inventory/,NA
97527,Wheeler Toyota-Scion,"375 Redwood Highway, Grants Pass, Oregon 97527",http://www.wheelertoyota.com,Grants Pass,OR,Josephine County,NA,http://www.wheelertoyota.com/searchnew.aspx,NA
97603,Lithia Toyota of Klamath Falls,"2675 Washburn Way, Klamath Falls, Oregon 97603",http://www.lithiatoyotaklamathfalls.com,Klamath Falls,OR,Klamath County,NA,http://www.lithiatoyotaklamathfalls.com/new-inventory/index.htm,NA
97702,Kendall Toyota of Bend,"61430 S. Hwy 97, Bend, Oregon 97702",http://www.kendalltoyotaofbend.com,Bend,OR,Deschutes County,NA,NA,NA
97838,Rogers Toyota of Hermiston,"1550 N. 1st Street, Hermiston, Oregon 97838",http://www.toyotaofhermiston.com,Hermiston,OR,Umatilla County,NA,NA,NA
97914,Hometown Toyota-Scion,"313 SE 13th Street, Ontario, Oregon 97914",http://www.hometowntoyota.com,Ontario,OR,Malheur County,NA,http://www.hometowntoyota.com/NewToyotaCars,NA
98002,Doxon Toyota,"3405 N Auburn Way, Auburn, Washington 98002",http://www.doxontoyota.com,Auburn,WA,King County,NA,http://www.doxontoyota.com/search/new/tp/,NA
98007,Michael's Toyota of Bellevue,"3080 148th Ave.SE Ste. A, Bellevue, Washington 98007",http://www.michaelstoyota.com,Bellevue,WA,King County,NA,NA,NA
98026,Magic Toyota,"21300 Highway 99 South, Edmonds, Washington 98026",http://www.magictoyota.com,Edmonds,WA,Snohomish County,NA,http://www.magictoyota.com/search/new/tp/,NA
98034,Toyota of Kirkland,"13210 NE 124th St, Kirkland, Washington 98034",http://www.toyotaofkirkland.com,Kirkland,WA,King County,NA,NA,NA
98057,Toyota of Renton,"150 SW 7th Street, Renton, Washington 98057",http://www.toyotaofrenton.com,Renton,WA,King County,NA,NA,NA
98125,Toyota of Lake City,"13355 Lake City Way, N.E., Seattle, Washington 98125",http://www.toyotaoflakecity.com,Seattle,WA,King County,NA,http://www.toyotaoflakecity.com/new-cars,NA
98134,Toyota of Seattle,"1925 Airport Way South, Seattle, Washington 98134",http://www.toyotaofseattle.com,Seattle,WA,King County,NA,http://www.toyotaofseattle.com/new-cars/for-sale/toyota,NA
98148,Burien Toyota,"15025 First Avenue South, Burien, Washington 98148",http://www.burientoyota.com,Seattle,WA,King County,NA,http://www.burientoyota.com/new-cars,NA
98203,Rodland Toyota,"6816 Evergreen Way, Everett, Washington 98203",http://www.rodlandtoyota.com,Everett,WA,Snohomish County,NA,NA,NA
98229,Wilson Toyota,"1100 Iowa Street, Bellingham, Washington 98229",http://www.wilsontoyota.com,Bellingham,WA,Whatcom County,NA,http://www.wilsontoyota.com/search/new/tp/,NA
98233,Foothills Toyota,"1881 Bouslog Road, Burlington, Washington 98233",http://www.foothillstoyota.com,Burlington,WA,Skagit County,NA,http://www.foothillstoyota.com/search/new/tp/,NA
98312,Heartland Toyota,"901 West Hills Blvd., Bremerton, Washington 98312",http://www.heartlandtoyota.com,Bremerton,WA,Kitsap County,NA,http://www.heartlandtoyota.com/new-inventory/index.htm,NA
98362,Wilder Toyota,"43 Jetta Way, Port Angeles, Washington 98362",http://www.wildertoyota.com,Port Angeles,WA,Clallam County,NA,http://www.wildertoyota.com/new-toyota-models,NA
